pair_id,role,smiles,reason
train__train_2750__RHEA_62904,reactant,*OC1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@]([H])([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H]1NC(C)=O.C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,dummy_atom
train__train_2750__RHEA_62904,product,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@]([H])([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H]1NC(C)=O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],dummy_atom
train__train_2751__RHEA_11132,reactant,C=CC1=C(C)/C2=C/C3=[N+]4C(=C5C6=C(C(=O)[C-]5C(=O)OC)/C(C)=C5/C=C7/C(CC)=C(C)C8=[N+]7[Mg-2]4(N65)N2/C1=C\8)[C@@H](CCC(=O)[O-])[C@@H]3C.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,clash_filtered:3/5
train__train_2751__RHEA_11132,product,C=CC1=C(C)/C2=C/C3=[N+]4C(=C5C6=C(C(=O)[C-]5C(=O)OC)/C(C)=C5/C=C7/C(CC)=C(C)C8=[N+]7[Mg-2]4(N65)N2/C1=C\8)C(CCC(=O)[O-])=C3C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],clash_filtered:4/5
train__train_2752__RHEA_16437,reactant,**.[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],dummy_atom
train__train_2752__RHEA_16437,product,*SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].[*-].[H+],dummy_atom
train__train_2753__RHEA_14433,reactant,*[C@@H]1O[C@H](COP(*)(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_2753__RHEA_14433,product,*[C@@H]1O[C@H](COP(*)(=O)[O-])[C@@H](OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]2O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,dummy_atom
train__train_2754__RHEA_20696,reactant,[H+].[H+].[O][O-].[O][O-],clash_filtered:1/5
train__train_2754__RHEA_20696,product,O=O.[H]OO[H],clash_filtered:2/5
train__train_2755__RHEA_12789,both,,missing_smiles
train__train_2755__RHEA_45312,reactant,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,clash_all
train__train_2755__RHEA_45312,product,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H]2C[C@H]1OO2.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],clash_all
train__train_2760__RHEA_18629,reactant,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,clash_all
train__train_2760__RHEA_18629,product,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],clash_all
train__train_2761__RHEA_18281,reactant,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.O=C([O-])CCC(=O)[O-],clash_filtered:3/5
train__train_2761__RHEA_18281,product,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])/C=C/C(=O)[O-].[H+],clash_filtered:1/5
train__train_2762__RHEA_16521,reactant,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.[H+],clash_all
train__train_2762__RHEA_16521,product,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1,clash_all
train__train_2763__RHEA_26414,reactant,O=O.[1*]C[NH2+][2*].[H]O[H],dummy_atom
train__train_2763__RHEA_26414,product,*[NH3+].[1*]C([H])=O.[H]OO[H],dummy_atom
train__train_2763__RHEA_16153,reactant,O=O.[1*]C[NH3+].[H]O[H],dummy_atom
train__train_2763__RHEA_16153,product,[1*]C([H])=O.[H]OO[H].[H][N+]([H])([H])[H],dummy_atom
train__train_2763__RHEA_51168,product,C[NH3+].[H]C(=O)[C@H](O)C1=CC(O)=C(O)C=C1.[H]OO[H],clash_filtered:1/5
train__train_2763__RHEA_27946,product,[H]C(=O)CC1=CC=C(O)C(O)=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:1/5
train__train_2763__RHEA_30591,reactant,O=O.[H]O[H].[NH3+]CCC1=CC=C(O)C=C1,clash_filtered:1/5
train__train_2763__RHEA_30591,product,[H]C(=O)CC1=CC=C(O)C=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:3/5
train__train_2763__RHEA_69076,reactant,O=O.[H]O[H].[NH3+]C[C@H](O)C1=CC(O)=C(O)C=C1,clash_filtered:1/5
train__train_2763__RHEA_69076,product,[H]C(=O)[C@H](O)C1=CC(O)=C(O)C=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:2/5
train__train_2763__RHEA_69072,reactant,O=O.[H]O[H].[NH3+]CCC1=CNC2=CC=C(O)C=C12,clash_filtered:1/5
train__train_2763__RHEA_69072,product,O=CC/C1=C/NC2=CC=C(O)C=C21.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:1/5
train__train_2763__RHEA_59596,reactant,NC1=CC=CC=C1C(=O)CC[NH3+].O=O.[H]O[H],clash_filtered:1/5
train__train_2763__RHEA_59416,product,[H]C(=O)CC1=CNC2=C1C=CC=C2.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:1/5
train__train_2763__RHEA_25265,product,[H]C(=O)CC1=CC=CC=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:2/5
train__train_2764__RHEA_26414,reactant,O=O.[1*]C[NH2+][2*].[H]O[H],dummy_atom
train__train_2764__RHEA_26414,product,*[NH3+].[1*]C([H])=O.[H]OO[H],dummy_atom
train__train_2764__RHEA_16153,reactant,O=O.[1*]C[NH3+].[H]O[H],dummy_atom
train__train_2764__RHEA_16153,product,[1*]C([H])=O.[H]OO[H].[H][N+]([H])([H])[H],dummy_atom
train__train_2764__RHEA_27946,product,[H]C(=O)CC1=CC=C(O)C(O)=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:2/5
train__train_2764__RHEA_30591,product,[H]C(=O)CC1=CC=C(O)C=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:1/5
train__train_2764__RHEA_69076,reactant,O=O.[H]O[H].[NH3+]C[C@H](O)C1=CC(O)=C(O)C=C1,clash_filtered:1/5
train__train_2764__RHEA_69076,product,[H]C(=O)[C@H](O)C1=CC(O)=C(O)C=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:4/5
train__train_2764__RHEA_69072,product,O=CC/C1=C/NC2=CC=C(O)C=C21.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:2/5
train__train_2764__RHEA_59596,product,NC1=CC=CC=C1C(=O)CC=O.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:2/5
train__train_2764__RHEA_25265,reactant,O=O.[H]O[H].[NH3+]CCC1=CC=CC=C1,clash_filtered:1/5
train__train_2764__RHEA_25265,product,[H]C(=O)CC1=CC=CC=C1.[H]OO[H].[H][N+]([H])([H])[H],clash_filtered:2/5
train__train_2766__RHEA_23680,reactant,*[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2766__RHEA_23680,product,*[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_2766__RHEA_21248,both,,missing_smiles
train__train_2769__RHEA_66272,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H]O[H],dummy_atom
train__train_2769__RHEA_66272,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H+],dummy_atom
train__train_2769__RHEA_36439,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H]O[H],dummy_atom
train__train_2769__RHEA_36439,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H+],dummy_atom
train__train_2769__RHEA_38903,reactant,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2769__RHEA_38903,product,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_2770__RHEA_66272,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H]O[H],dummy_atom
train__train_2770__RHEA_66272,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H+],dummy_atom
train__train_2770__RHEA_36439,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H]O[H],dummy_atom
train__train_2770__RHEA_36439,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H+],dummy_atom
train__train_2770__RHEA_38903,reactant,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2770__RHEA_38903,product,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_2771__RHEA_36439,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H]O[H],dummy_atom
train__train_2771__RHEA_36439,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H+],dummy_atom
train__train_2771__RHEA_38583,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H]O[H],dummy_atom
train__train_2771__RHEA_38583,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H+],dummy_atom
train__train_2771__RHEA_38943,reactant,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2771__RHEA_38943,product,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_2771__RHEA_38903,reactant,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2771__RHEA_38903,product,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_2772__RHEA_36439,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H]O[H],dummy_atom
train__train_2772__RHEA_36439,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[H+],dummy_atom
train__train_2772__RHEA_38583,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H]O[H],dummy_atom
train__train_2772__RHEA_38583,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H+],dummy_atom
train__train_2772__RHEA_38943,reactant,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2772__RHEA_38943,product,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_2772__RHEA_38903,reactant,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2772__RHEA_38903,product,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_2773__RHEA_19149,reactant,*N[C@@H](CCCNC(N)=[NH2+])C(*)=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,dummy_atom
train__train_2773__RHEA_19149,product,*N[C@@H](CCCNC(=[NH2+])NC1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O)C(*)=O.NC(=O)C1=CC=CN=C1.[H+],dummy_atom
train__train_2774__RHEA_13065,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],clash_filtered:1/5
train__train_2775__RHEA_24902,reactant,NC1=NC2=C(/N=C\N2[C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]4[C@@H](O)[C@H](N5/C=N\C6=C5N=C(N)NC6=O)O[C@@H]4COP(=O)([O-])O[C@H]3[C@H]2O)C(=O)N1.[H]O[H],clash_filtered:2/5
train__train_2776__RHEA_10824,reactant,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.O=C([O-])C[C@H](O)C(=O)[O-],clash_filtered:4/5
train__train_2776__RHEA_10824,product,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])CC(=O)C(=O)[O-].[H+],clash_all
train__train_2780__RHEA_12484,reactant,[1*][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2780__RHEA_12484,product,*[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=P([O-])([O-])O,dummy_atom
train__train_2780__RHEA_36167,reactant,*[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1.[H]O[H],dummy_atom
train__train_2780__RHEA_36167,product,*[C@H]1C[C@H](O)[C@@H](CO)O1.O=P([O-])([O-])O,dummy_atom
train__train_2780__RHEA_29375,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],clash_filtered:1/5
train__train_2781__RHEA_12484,reactant,[1*][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_2781__RHEA_12484,product,*[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=P([O-])([O-])O,dummy_atom
train__train_2781__RHEA_36167,reactant,*[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1.[H]O[H],dummy_atom
train__train_2781__RHEA_36167,product,*[C@H]1C[C@H](O)[C@@H](CO)O1.O=P([O-])([O-])O,dummy_atom
train__train_2781__RHEA_29367,reactant,NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H]O[H],clash_filtered:1/5
train__train_2781__RHEA_27714,reactant,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H]O[H],clash_filtered:1/5
train__train_2781__RHEA_29359,reactant,O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H]O[H],clash_filtered:1/5
train__train_2781__RHEA_29363,reactant,NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)C=C1.[H]O[H],clash_filtered:1/5
train__train_2783__RHEA_13973,product,O=P([O-])([O-])O.O=P([O-])([O-])O.[H+].[H+],clash_filtered:1/5
train__train_2784__RHEA_32459,reactant,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.O=C([O-])CCC1=C2CC3=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC4=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC5=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC(=C1CC(=O)[O-])N2)N5)N4)N3,clash_all
train__train_2784__RHEA_32459,product,C[C@@]1(CC(=O)[O-])/C2=C/C3=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(CC(=O)[O-])=C(/C=C5\[NH2+]/C(=C\C(=N2)[C@H]1CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]5CCC(=O)[O-])N4)N3.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],clash_all
train__train_2784__RHEA_19089,reactant,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.O=C([O-])CCC1=C2CC3=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC4=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC5=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC(=C1CC(=O)[O-])N2)N5)N4)N3,clash_all
train__train_2784__RHEA_19089,product,C[C@@]1(CC(=O)[O-])/C2=C/C3=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC5=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC(=N2)[C@H]1CCC(=O)[O-])N5)N4)N3.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],clash_filtered:4/5
train__train_2784__RHEA_21972,reactant,C[C@@]1(CC(=O)[O-])/C2=C/C3=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC5=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC(=N2)[C@H]1CCC(=O)[O-])N5)N4)N3.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,clash_filtered:4/5
